input,target,lang,plural
de apen volgt de olifanten,de apen heeft de olifanten gevolgd,nl,True
le chat suit le ami,le chat a suivi le ami,fr,False
de aap achtervolgt de jongen,de aap heeft de jongen achtervolgd,nl,False
de vriend redt de jongen,de vriend heeft de jongen gered,nl,False
de leeuwen verzorgt de tijgers,de leeuwen heeft de tijgers verzorgd,nl,True
de honden valt de mannen,de honden heeft de mannen aangevallen,nl,True
de vos mag de vijand,de vos heeft de vijand gemogen,nl,False
de apen duwt de vossen,de apen heeft de vossen geduwd,nl,True
les loups embrasse les femmes,les loups a embrassé les femmes,fr,True
de leraar draagt de olifant,de leraar heeft de olifant gedragen,nl,False
de katten verzorgt de olifanten,de katten heeft de olifanten verzorgd,nl,True
le chat cherche le fille,le chat a cherché le fille,fr,False
les éléphants soigne les souris,les éléphants a soigné les souris,fr,True
de kinderen draagt de meisjes,de kinderen heeft de meisjes gedragen,nl,True
de vogel troost de vijand,de vogel heeft de vijand getroost,nl,False
le homme cherche le enfant,le homme a cherché le enfant,fr,False
les femmes chasse les ennemis,les femmes a chassé les ennemis,fr,True
de vos draagt de vriend,de vos heeft de vriend gedragen,nl,False
de apen mag de katten,de apen heeft de katten gemogen,nl,True
de olifant ziet de hond,de olifant heeft de hond gezien,nl,False
les amis repousse les chats,les amis a repoussé les chats,fr,True
les garçons soigne les ennemis,les garçons a soigné les ennemis,fr,True
de hond zoekt de dokter,de hond heeft de dokter gezocht,nl,False
de leeuwen troost de vossen,de leeuwen heeft de vossen getroost,nl,True
de paarden eet de honden,de paarden heeft de honden gegeten,nl,True
de meisje negeert de tijger,de meisje heeft de tijger genegeerd,nl,False
le ennemi embrasse le ami,le ennemi a embrassé le ami,fr,False
le garçon ignore le singe,le garçon a ignoré le singe,fr,False
de aap observeert de man,de aap heeft de man geobserveerd,nl,False
les hommes suit les filles,les hommes a suivi les filles,fr,True
de olifant duwt de dokter,de olifant heeft de dokter geduwd,nl,False
les docteurs sauve les hommes,les docteurs a sauvé les hommes,fr,True
le éléphant cherche le enfant,le éléphant a cherché le enfant,fr,False
le fille aime le professeur,le fille a aimé le professeur,fr,False
le souris suit le tigre,le souris a suivi le tigre,fr,False
les professeurs observe les singes,les professeurs a observé les singes,fr,True
de leeuw zoent de muis,de leeuw heeft de muis gezoend,nl,False
le femme voit le éléphant,le femme a vu le éléphant,fr,False
les hommes soigne les chiens,les hommes a soigné les chiens,fr,True
le fille aide le tigre,le fille a aidé le tigre,fr,False
les garçons voit les hommes,les garçons a vu les hommes,fr,True
de olifanten helpt de paarden,de olifanten heeft de paarden geholpen,nl,True
de mannen redt de kinderen,de mannen heeft de kinderen gered,nl,True
les oiseaux embrasse les éléphants,les oiseaux a embrassé les éléphants,fr,True
le ami mange le souris,le ami a mangé le souris,fr,False
les docteurs regarde les tigres,les docteurs a regardé les tigres,fr,True
de dokters observeert de paarden,de dokters heeft de paarden geobserveerd,nl,True
les éléphants suit les docteurs,les éléphants a suivi les docteurs,fr,True
de muizen achtervolgt de leeuwen,de muizen heeft de leeuwen achtervolgd,nl,True
de meisje duwt de tijger,de meisje heeft de tijger geduwd,nl,False
les tigres repousse les docteurs,les tigres a repoussé les docteurs,fr,True
de vrouw valt de paard,de vrouw heeft de paard aangevallen,nl,False
de vrouw achtervolgt de kat,de vrouw heeft de kat achtervolgd,nl,False
de vijand jaagt de olifant,de vijand heeft de olifant gejaagd,nl,False
de kinderen duwt de mannen,de kinderen heeft de mannen geduwd,nl,True
de dokters mag de jongens,de dokters heeft de jongens gemogen,nl,True
de vogels eet de apen,de vogels heeft de apen gegeten,nl,True
le docteur réconforte le oiseau,le docteur a réconforté le oiseau,fr,False
de olifanten eet de honden,de olifanten heeft de honden gegeten,nl,True
le renard suit le enfant,le renard a suivi le enfant,fr,False
de apen negeert de tijgers,de apen heeft de tijgers genegeerd,nl,True
de vogel negeert de hond,de vogel heeft de hond genegeerd,nl,False
de vos valt de kat,de vos heeft de kat aangevallen,nl,False
le ennemi ignore le fille,le ennemi a ignoré le fille,fr,False
de apen duwt de vrouwen,de apen heeft de vrouwen geduwd,nl,True
de vijand jaagt de kind,de vijand heeft de kind gejaagd,nl,False
le chien regarde le ami,le chien a regardé le ami,fr,False
de leraars zoekt de vossen,de leraars heeft de vossen gezocht,nl,True
de vrouw eet de vriend,de vrouw heeft de vriend gegeten,nl,False
les enfants réconforte les hommes,les enfants a réconforté les hommes,fr,True
le éléphant réconforte le ennemi,le éléphant a réconforté le ennemi,fr,False
de kat valt de kind,de kat heeft de kind aangevallen,nl,False
de muis slaat de vos,de muis heeft de vos geslagen,nl,False
de kind helpt de meisje,de kind heeft de meisje geholpen,nl,False
de tijger zoent de leraar,de tijger heeft de leraar gezoend,nl,False
de vossen negeert de paarden,de vossen heeft de paarden genegeerd,nl,True
le singe sauve le garçon,le singe a sauvé le garçon,fr,False
de muizen zoekt de vogels,de muizen heeft de vogels gezocht,nl,True
de tijgers achtervolgt de vijanden,de tijgers heeft de vijanden achtervolgd,nl,True
de aap volgt de meisje,de aap heeft de meisje gevolgd,nl,False
de vogel ziet de aap,de vogel heeft de aap gezien,nl,False
de leeuw verzorgt de vos,de leeuw heeft de vos verzorgd,nl,False
de jongens observeert de tijgers,de jongens heeft de tijgers geobserveerd,nl,True
de aap jaagt de hond,de aap heeft de hond gejaagd,nl,False
de paard slaat de olifant,de paard heeft de olifant geslagen,nl,False
le ami soigne le chien,le ami a soigné le chien,fr,False
de vogels negeert de vossen,de vogels heeft de vossen genegeerd,nl,True
le professeur ignore le ami,le professeur a ignoré le ami,fr,False
de tijgers negeert de mannen,de tijgers heeft de mannen genegeerd,nl,True
le loup aime le femme,le loup a aimé le femme,fr,False
les oiseaux soigne les femmes,les oiseaux a soigné les femmes,fr,True
de jongens negeert de mannen,de jongens heeft de mannen genegeerd,nl,True
le cheval poursuit le homme,le cheval a poursuivi le homme,fr,False
de muizen slaat de tijgers,de muizen heeft de tijgers geslagen,nl,True
le femme poursuit le éléphant,le femme a poursuivi le éléphant,fr,False
de meisjes draagt de jongens,de meisjes heeft de jongens gedragen,nl,True
de vrouwen achtervolgt de paarden,de vrouwen heeft de paarden achtervolgd,nl,True
le ami mange le éléphant,le ami a mangé le éléphant,fr,False
les éléphants réconforte les filles,les éléphants a réconforté les filles,fr,True
le fille aime le oiseau,le fille a aimé le oiseau,fr,False
le professeur attaque le femme,le professeur a attaqué le femme,fr,False
les chiens attaque les oiseaux,les chiens a attaqué les oiseaux,fr,True
de jongens troost de meisjes,de jongens heeft de meisjes getroost,nl,True
de leeuw slaat de vijand,de leeuw heeft de vijand geslagen,nl,False
les hommes sauve les docteurs,les hommes a sauvé les docteurs,fr,True
de man verzorgt de tijger,de man heeft de tijger verzorgd,nl,False
le homme observe le ennemi,le homme a observé le ennemi,fr,False
les souris soigne les oiseaux,les souris a soigné les oiseaux,fr,True
de meisje zoent de muis,de meisje heeft de muis gezoend,nl,False
de vrouwen negeert de jongens,de vrouwen heeft de jongens genegeerd,nl,True
de jongen troost de meisje,de jongen heeft de meisje getroost,nl,False
de leeuwen zoekt de vogels,de leeuwen heeft de vogels gezocht,nl,True
de leraars duwt de katten,de leraars heeft de katten geduwd,nl,True
les docteurs embrasse les femmes,les docteurs a embrassé les femmes,fr,True
les chevaux attaque les amis,les chevaux a attaqué les amis,fr,True
le garçon attaque le fille,le garçon a attaqué le fille,fr,False
de hond draagt de kind,de hond heeft de kind gedragen,nl,False
les ennemis suit les oiseaux,les ennemis a suivi les oiseaux,fr,True
de man volgt de jongen,de man heeft de jongen gevolgd,nl,False
les éléphants attaque les ennemis,les éléphants a attaqué les ennemis,fr,True
de honden ziet de kinderen,de honden heeft de kinderen gezien,nl,True
de hond ziet de olifant,de hond heeft de olifant gezien,nl,False
les filles porte les chevaux,les filles a porté les chevaux,fr,True
de honden bekijkt de vrienden,de honden heeft de vrienden bekeken,nl,True
de kind achtervolgt de jongen,de kind heeft de jongen achtervolgd,nl,False
de tijgers jaagt de honden,de tijgers heeft de honden gejaagd,nl,True
de vogels jaagt de leraars,de vogels heeft de leraars gejaagd,nl,True
le fille suit le femme,le fille a suivi le femme,fr,False
de apen bekijkt de mannen,de apen heeft de mannen bekeken,nl,True
le éléphant frappe le tigre,le éléphant a frappé le tigre,fr,False
les tigres regarde les chevaux,les tigres a regardé les chevaux,fr,True
les docteurs poursuit les amis,les docteurs a poursuivi les amis,fr,True
de vrienden eet de kinderen,de vrienden heeft de kinderen gegeten,nl,True
de paarden troost de muizen,de paarden heeft de muizen getroost,nl,True
les chevaux regarde les souris,les chevaux a regardé les souris,fr,True
de kind observeert de vogel,de kind heeft de vogel geobserveerd,nl,False
de apen zoent de jongens,de apen heeft de jongens gezoend,nl,True
le renard soigne le tigre,le renard a soigné le tigre,fr,False
de vijand draagt de paard,de vijand heeft de paard gedragen,nl,False
de tijger zoekt de vrouw,de tijger heeft de vrouw gezocht,nl,False
de tijgers observeert de vrouwen,de tijgers heeft de vrouwen geobserveerd,nl,True
de dokters duwt de paarden,de dokters heeft de paarden geduwd,nl,True
les chevaux porte les filles,les chevaux a porté les filles,fr,True
de honden eet de dokters,de honden heeft de dokters gegeten,nl,True
de vijanden helpt de leeuwen,de vijanden heeft de leeuwen geholpen,nl,True
les chiens voit les professeurs,les chiens a vu les professeurs,fr,True
de paard jaagt de kat,de paard heeft de kat gejaagd,nl,False
les professeurs ignore les renards,les professeurs a ignoré les renards,fr,True
les ennemis poursuit les filles,les ennemis a poursuivi les filles,fr,True
de mannen helpt de katten,de mannen heeft de katten geholpen,nl,True
de apen draagt de katten,de apen heeft de katten gedragen,nl,True
de paard eet de vrouw,de paard heeft de vrouw gegeten,nl,False
les professeurs frappe les souris,les professeurs a frappé les souris,fr,True
de dokter volgt de hond,de dokter heeft de hond gevolgd,nl,False
de leeuwen slaat de paarden,de leeuwen heeft de paarden geslagen,nl,True
de leraars volgt de apen,de leraars heeft de apen gevolgd,nl,True
de olifant zoekt de vijand,de olifant heeft de vijand gezocht,nl,False
de dokters verzorgt de meisjes,de dokters heeft de meisjes verzorgd,nl,True
de katten observeert de apen,de katten heeft de apen geobserveerd,nl,True
les garçons attaque les éléphants,les garçons a attaqué les éléphants,fr,True
le éléphant regarde le ami,le éléphant a regardé le ami,fr,False
de hond draagt de kat,de hond heeft de kat gedragen,nl,False
les oiseaux sauve les garçons,les oiseaux a sauvé les garçons,fr,True
le tigre ignore le ami,le tigre a ignoré le ami,fr,False
les oiseaux frappe les chats,les oiseaux a frappé les chats,fr,True
de vos ziet de kat,de vos heeft de kat gezien,nl,False
le ami mange le loup,le ami a mangé le loup,fr,False
de honden duwt de olifanten,de honden heeft de olifanten geduwd,nl,True
le ennemi attaque le loup,le ennemi a attaqué le loup,fr,False
le homme attaque le loup,le homme a attaqué le loup,fr,False
le docteur observe le garçon,le docteur a observé le garçon,fr,False
le souris ignore le chien,le souris a ignoré le chien,fr,False
le tigre soigne le singe,le tigre a soigné le singe,fr,False
le loup poursuit le docteur,le loup a poursuivi le docteur,fr,False
les ennemis porte les amis,les ennemis a porté les amis,fr,True
le homme regarde le enfant,le homme a regardé le enfant,fr,False
le éléphant regarde le loup,le éléphant a regardé le loup,fr,False
de man mag de vriend,de man heeft de vriend gemogen,nl,False
le ennemi repousse le fille,le ennemi a repoussé le fille,fr,False
de vos negeert de vrouw,de vos heeft de vrouw genegeerd,nl,False
le renard aime le loup,le renard a aimé le loup,fr,False
de aap negeert de vijand,de aap heeft de vijand genegeerd,nl,False
le femme aime le souris,le femme a aimé le souris,fr,False
de katten redt de muizen,de katten heeft de muizen gered,nl,True
les amis embrasse les tigres,les amis a embrassé les tigres,fr,True
les filles voit les oiseaux,les filles a vu les oiseaux,fr,True
les docteurs chasse les femmes,les docteurs a chassé les femmes,fr,True
les oiseaux suit les professeurs,les oiseaux a suivi les professeurs,fr,True
les tigres embrasse les loups,les tigres a embrassé les loups,fr,True
les professeurs poursuit les singes,les professeurs a poursuivi les singes,fr,True
les singes regarde les chevaux,les singes a regardé les chevaux,fr,True
le éléphant suit le tigre,le éléphant a suivi le tigre,fr,False
de jongens volgt de honden,de jongens heeft de honden gevolgd,nl,True
les loups réconforte les hommes,les loups a réconforté les hommes,fr,True
de man achtervolgt de hond,de man heeft de hond achtervolgd,nl,False
de mannen troost de vrienden,de mannen heeft de vrienden getroost,nl,True
le cheval chasse le homme,le cheval a chassé le homme,fr,False
de kind bekijkt de vijand,de kind heeft de vijand bekeken,nl,False
de man slaat de vogel,de man heeft de vogel geslagen,nl,False
de vrouwen draagt de muizen,de vrouwen heeft de muizen gedragen,nl,True
de vijanden verzorgt de kinderen,de vijanden heeft de kinderen verzorgd,nl,True
de katten eet de vrienden,de katten heeft de vrienden gegeten,nl,True
le ennemi regarde le oiseau,le ennemi a regardé le oiseau,fr,False
de man verzorgt de vriend,de man heeft de vriend verzorgd,nl,False
les singes frappe les chevaux,les singes a frappé les chevaux,fr,True
de meisje valt de vogel,de meisje heeft de vogel aangevallen,nl,False
les éléphants soigne les enfants,les éléphants a soigné les enfants,fr,True
de leraars zoekt de muizen,de leraars heeft de muizen gezocht,nl,True
les loups soigne les hommes,les loups a soigné les hommes,fr,True
de vriend volgt de man,de vriend heeft de man gevolgd,nl,False
de paarden negeert de leeuwen,de paarden heeft de leeuwen genegeerd,nl,True
le cheval aide le homme,le cheval a aidé le homme,fr,False
de vossen zoent de mannen,de vossen heeft de mannen gezoend,nl,True
les souris mange les enfants,les souris a mangé les enfants,fr,True
le chien porte le cheval,le chien a porté le cheval,fr,False
le fille suit le éléphant,le fille a suivi le éléphant,fr,False
le enfant réconforte le chat,le enfant a réconforté le chat,fr,False
les chiens observe les garçons,les chiens a observé les garçons,fr,True
le loup regarde le singe,le loup a regardé le singe,fr,False
le cheval mange le ennemi,le cheval a mangé le ennemi,fr,False
les renards porte les femmes,les renards a porté les femmes,fr,True
les oiseaux aime les souris,les oiseaux a aimé les souris,fr,True
de paard observeert de kind,de paard heeft de kind geobserveerd,nl,False
le éléphant frappe le enfant,le éléphant a frappé le enfant,fr,False
le tigre attaque le cheval,le tigre a attaqué le cheval,fr,False
de kat achtervolgt de jongen,de kat heeft de jongen achtervolgd,nl,False
de tijgers eet de leraars,de tijgers heeft de leraars gegeten,nl,True
de muis bekijkt de vijand,de muis heeft de vijand bekeken,nl,False
les chats regarde les amis,les chats a regardé les amis,fr,True
de vijand volgt de vogel,de vijand heeft de vogel gevolgd,nl,False
de muis duwt de tijger,de muis heeft de tijger geduwd,nl,False
le homme cherche le femme,le homme a cherché le femme,fr,False
les singes aide les femmes,les singes a aidé les femmes,fr,True
de paarden helpt de meisjes,de paarden heeft de meisjes geholpen,nl,True
les éléphants observe les ennemis,les éléphants a observé les ennemis,fr,True
de vogels negeert de leraars,de vogels heeft de leraars genegeerd,nl,True
le ennemi regarde le femme,le ennemi a regardé le femme,fr,False
le garçon sauve le renard,le garçon a sauvé le renard,fr,False
le ennemi observe le oiseau,le ennemi a observé le oiseau,fr,False
les amis cherche les professeurs,les amis a cherché les professeurs,fr,True
de jongens draagt de dokters,de jongens heeft de dokters gedragen,nl,True
les oiseaux porte les femmes,les oiseaux a porté les femmes,fr,True
le cheval observe le homme,le cheval a observé le homme,fr,False
les professeurs regarde les chats,les professeurs a regardé les chats,fr,True
de leeuwen zoent de vrienden,de leeuwen heeft de vrienden gezoend,nl,True
les renards observe les professeurs,les renards a observé les professeurs,fr,True
de kinderen valt de mannen,de kinderen heeft de mannen aangevallen,nl,True
de kat zoent de vos,de kat heeft de vos gezoend,nl,False
les chiens suit les amis,les chiens a suivi les amis,fr,True
de olifanten eet de apen,de olifanten heeft de apen gegeten,nl,True
le chat regarde le souris,le chat a regardé le souris,fr,False
les filles repousse les professeurs,les filles a repoussé les professeurs,fr,True
de vossen valt de mannen,de vossen heeft de mannen aangevallen,nl,True
les tigres chasse les filles,les tigres a chassé les filles,fr,True
les enfants ignore les chevaux,les enfants a ignoré les chevaux,fr,True
de katten jaagt de apen,de katten heeft de apen gejaagd,nl,True
de meisje volgt de muis,de meisje heeft de muis gevolgd,nl,False
le renard embrasse le oiseau,le renard a embrassé le oiseau,fr,False
le renard soigne le loup,le renard a soigné le loup,fr,False
les ennemis frappe les filles,les ennemis a frappé les filles,fr,True
les hommes attaque les singes,les hommes a attaqué les singes,fr,True
de aap redt de man,de aap heeft de man gered,nl,False
de jongen helpt de vrouw,de jongen heeft de vrouw geholpen,nl,False
les docteurs voit les amis,les docteurs a vu les amis,fr,True
de vijand duwt de tijger,de vijand heeft de tijger geduwd,nl,False
de vrouw negeert de man,de vrouw heeft de man genegeerd,nl,False
les docteurs frappe les renards,les docteurs a frappé les renards,fr,True
les singes observe les renards,les singes a observé les renards,fr,True
de apen achtervolgt de vrienden,de apen heeft de vrienden achtervolgd,nl,True
de paard zoent de meisje,de paard heeft de meisje gezoend,nl,False
de tijgers zoekt de leeuwen,de tijgers heeft de leeuwen gezocht,nl,True
les docteurs embrasse les tigres,les docteurs a embrassé les tigres,fr,True
de leeuwen valt de vogels,de leeuwen heeft de vogels aangevallen,nl,True
de vrienden troost de vijanden,de vrienden heeft de vijanden getroost,nl,True
les chiens réconforte les souris,les chiens a réconforté les souris,fr,True
de vos slaat de leraar,de vos heeft de leraar geslagen,nl,False
de mannen troost de dokters,de mannen heeft de dokters getroost,nl,True
de vogels troost de vijanden,de vogels heeft de vijanden getroost,nl,True
le oiseau mange le ennemi,le oiseau a mangé le ennemi,fr,False
de leeuwen zoekt de katten,de leeuwen heeft de katten gezocht,nl,True
le chat embrasse le ami,le chat a embrassé le ami,fr,False
de leeuw zoent de tijger,de leeuw heeft de tijger gezoend,nl,False
le loup repousse le femme,le loup a repoussé le femme,fr,False
de vossen zoekt de vogels,de vossen heeft de vogels gezocht,nl,True
de man redt de vrouw,de man heeft de vrouw gered,nl,False
de leeuw eet de tijger,de leeuw heeft de tijger gegeten,nl,False
de paarden duwt de meisjes,de paarden heeft de meisjes geduwd,nl,True
les filles regarde les professeurs,les filles a regardé les professeurs,fr,True
de jongen mag de dokter,de jongen heeft de dokter gemogen,nl,False
de vogel redt de aap,de vogel heeft de aap gered,nl,False
de dokter duwt de vos,de dokter heeft de vos geduwd,nl,False
de vrienden verzorgt de katten,de vrienden heeft de katten verzorgd,nl,True
de vogel troost de leeuw,de vogel heeft de leeuw getroost,nl,False
de leeuw bekijkt de vriend,de leeuw heeft de vriend bekeken,nl,False
le cheval regarde le loup,le cheval a regardé le loup,fr,False
de olifant mag de vogel,de olifant heeft de vogel gemogen,nl,False
le homme poursuit le cheval,le homme a poursuivi le cheval,fr,False
de vrouw troost de aap,de vrouw heeft de aap getroost,nl,False
de vijanden zoent de vrouwen,de vijanden heeft de vrouwen gezoend,nl,True
de leraars zoent de meisjes,de leraars heeft de meisjes gezoend,nl,True
le souris aide le femme,le souris a aidé le femme,fr,False
le ami réconforte le ennemi,le ami a réconforté le ennemi,fr,False
le docteur repousse le tigre,le docteur a repoussé le tigre,fr,False
le ennemi regarde le tigre,le ennemi a regardé le tigre,fr,False
de olifanten zoent de jongens,de olifanten heeft de jongens gezoend,nl,True
le renard ignore le singe,le renard a ignoré le singe,fr,False
de kat duwt de vrouw,de kat heeft de vrouw geduwd,nl,False
de hond jaagt de muis,de hond heeft de muis gejaagd,nl,False
de leeuwen negeert de vrouwen,de leeuwen heeft de vrouwen genegeerd,nl,True
le renard cherche le ami,le renard a cherché le ami,fr,False
de kat jaagt de paard,de kat heeft de paard gejaagd,nl,False
les singes cherche les oiseaux,les singes a cherché les oiseaux,fr,True
les femmes regarde les enfants,les femmes a regardé les enfants,fr,True
de muis redt de aap,de muis heeft de aap gered,nl,False
les garçons repousse les chats,les garçons a repoussé les chats,fr,True
de leeuw eet de leraar,de leeuw heeft de leraar gegeten,nl,False
de katten zoekt de dokters,de katten heeft de dokters gezocht,nl,True
de vossen zoekt de olifanten,de vossen heeft de olifanten gezocht,nl,True
le souris attaque le singe,le souris a attaqué le singe,fr,False
de kind jaagt de dokter,de kind heeft de dokter gejaagd,nl,False
de honden zoent de leeuwen,de honden heeft de leeuwen gezoend,nl,True
les enfants aide les singes,les enfants a aidé les singes,fr,True
de kinderen troost de muizen,de kinderen heeft de muizen getroost,nl,True
le femme attaque le souris,le femme a attaqué le souris,fr,False
de vijanden bekijkt de vossen,de vijanden heeft de vossen bekeken,nl,True
les professeurs regarde les tigres,les professeurs a regardé les tigres,fr,True
de olifant achtervolgt de vriend,de olifant heeft de vriend achtervolgd,nl,False
le chat observe le ami,le chat a observé le ami,fr,False
de apen eet de tijgers,de apen heeft de tijgers gegeten,nl,True
de man duwt de meisje,de man heeft de meisje geduwd,nl,False
le oiseau frappe le cheval,le oiseau a frappé le cheval,fr,False
de paard redt de aap,de paard heeft de aap gered,nl,False
le ennemi attaque le souris,le ennemi a attaqué le souris,fr,False
le professeur suit le éléphant,le professeur a suivi le éléphant,fr,False
de vrouwen draagt de honden,de vrouwen heeft de honden gedragen,nl,True
les amis mange les chiens,les amis a mangé les chiens,fr,True
les chiens aide les femmes,les chiens a aidé les femmes,fr,True
de vos duwt de vogel,de vos heeft de vogel geduwd,nl,False
les femmes frappe les garçons,les femmes a frappé les garçons,fr,True
les professeurs observe les femmes,les professeurs a observé les femmes,fr,True
de vos duwt de kind,de vos heeft de kind geduwd,nl,False
de katten zoent de paarden,de katten heeft de paarden gezoend,nl,True
de dokters eet de tijgers,de dokters heeft de tijgers gegeten,nl,True
le renard mange le ami,le renard a mangé le ami,fr,False
les singes sauve les femmes,les singes a sauvé les femmes,fr,True
le singe observe le tigre,le singe a observé le tigre,fr,False
les chevaux sauve les amis,les chevaux a sauvé les amis,fr,True
les souris aide les hommes,les souris a aidé les hommes,fr,True
de vrouwen ziet de vrienden,de vrouwen heeft de vrienden gezien,nl,True
de muis redt de kind,de muis heeft de kind gered,nl,False
de meisje verzorgt de hond,de meisje heeft de hond verzorgd,nl,False
de leraar draagt de vogel,de leraar heeft de vogel gedragen,nl,False
de dokter valt de olifant,de dokter heeft de olifant aangevallen,nl,False
de vossen valt de kinderen,de vossen heeft de kinderen aangevallen,nl,True
de paard duwt de jongen,de paard heeft de jongen geduwd,nl,False
de jongen ziet de kind,de jongen heeft de kind gezien,nl,False
le chien réconforte le ennemi,le chien a réconforté le ennemi,fr,False
le chien observe le oiseau,le chien a observé le oiseau,fr,False
les hommes voit les professeurs,les hommes a vu les professeurs,fr,True
le ennemi aime le tigre,le ennemi a aimé le tigre,fr,False
les chiens embrasse les ennemis,les chiens a embrassé les ennemis,fr,True
de vijanden zoent de meisjes,de vijanden heeft de meisjes gezoend,nl,True
les hommes sauve les enfants,les hommes a sauvé les enfants,fr,True
le chat suit le souris,le chat a suivi le souris,fr,False
de katten bekijkt de meisjes,de katten heeft de meisjes bekeken,nl,True
de olifant negeert de hond,de olifant heeft de hond genegeerd,nl,False
de katten mag de jongens,de katten heeft de jongens gemogen,nl,True
le tigre aide le éléphant,le tigre a aidé le éléphant,fr,False
de kind slaat de vrouw,de kind heeft de vrouw geslagen,nl,False
les docteurs porte les renards,les docteurs a porté les renards,fr,True
le tigre observe le garçon,le tigre a observé le garçon,fr,False
de aap zoent de kat,de aap heeft de kat gezoend,nl,False
de dokters slaat de vijanden,de dokters heeft de vijanden geslagen,nl,True
de paard eet de vijand,de paard heeft de vijand gegeten,nl,False
le cheval sauve le fille,le cheval a sauvé le fille,fr,False
de meisjes zoent de leeuwen,de meisjes heeft de leeuwen gezoend,nl,True
de katten achtervolgt de vijanden,de katten heeft de vijanden achtervolgd,nl,True
de vossen duwt de paarden,de vossen heeft de paarden geduwd,nl,True
de kat jaagt de jongen,de kat heeft de jongen gejaagd,nl,False
les oiseaux porte les tigres,les oiseaux a porté les tigres,fr,True
de meisjes negeert de mannen,de meisjes heeft de mannen genegeerd,nl,True
de jongens zoent de vogels,de jongens heeft de vogels gezoend,nl,True
de leeuw zoekt de vogel,de leeuw heeft de vogel gezocht,nl,False
les amis ignore les chevaux,les amis a ignoré les chevaux,fr,True
le cheval poursuit le souris,le cheval a poursuivi le souris,fr,False
de man valt de meisje,de man heeft de meisje aangevallen,nl,False
de meisjes volgt de vrouwen,de meisjes heeft de vrouwen gevolgd,nl,True
de aap eet de leeuw,de aap heeft de leeuw gegeten,nl,False
les singes chasse les filles,les singes a chassé les filles,fr,True
de vrouwen ziet de tijgers,de vrouwen heeft de tijgers gezien,nl,True
les chiens repousse les amis,les chiens a repoussé les amis,fr,True
les renards embrasse les enfants,les renards a embrassé les enfants,fr,True
les éléphants chasse les ennemis,les éléphants a chassé les ennemis,fr,True
les chiens poursuit les filles,les chiens a poursuivi les filles,fr,True
de leraars bekijkt de honden,de leraars heeft de honden bekeken,nl,True
de leraars eet de vijanden,de leraars heeft de vijanden gegeten,nl,True
de paard jaagt de vriend,de paard heeft de vriend gejaagd,nl,False
de honden troost de katten,de honden heeft de katten getroost,nl,True
le ami soigne le cheval,le ami a soigné le cheval,fr,False
le professeur sauve le loup,le professeur a sauvé le loup,fr,False
de jongen helpt de leeuw,de jongen heeft de leeuw geholpen,nl,False
les chiens frappe les femmes,les chiens a frappé les femmes,fr,True
les docteurs porte les tigres,les docteurs a porté les tigres,fr,True
le homme observe le chien,le homme a observé le chien,fr,False
de meisje ziet de vogel,de meisje heeft de vogel gezien,nl,False
de katten zoekt de olifanten,de katten heeft de olifanten gezocht,nl,True
le singe embrasse le garçon,le singe a embrassé le garçon,fr,False
de kinderen mag de paarden,de kinderen heeft de paarden gemogen,nl,True
de vrouw volgt de muis,de vrouw heeft de muis gevolgd,nl,False
le souris cherche le femme,le souris a cherché le femme,fr,False
de tijger observeert de meisje,de tijger heeft de meisje geobserveerd,nl,False
de jongen observeert de aap,de jongen heeft de aap geobserveerd,nl,False
le cheval réconforte le chat,le cheval a réconforté le chat,fr,False
de kat negeert de tijger,de kat heeft de tijger genegeerd,nl,False
de paard jaagt de leeuw,de paard heeft de leeuw gejaagd,nl,False
de aap slaat de kat,de aap heeft de kat geslagen,nl,False
le homme embrasse le renard,le homme a embrassé le renard,fr,False
de vogels draagt de vrouwen,de vogels heeft de vrouwen gedragen,nl,True
le chien embrasse le ami,le chien a embrassé le ami,fr,False
de dokters zoekt de leraars,de dokters heeft de leraars gezocht,nl,True
de jongen jaagt de vos,de jongen heeft de vos gejaagd,nl,False
les amis attaque les hommes,les amis a attaqué les hommes,fr,True
de leraars volgt de leeuwen,de leraars heeft de leeuwen gevolgd,nl,True
de leeuwen slaat de honden,de leeuwen heeft de honden geslagen,nl,True
de jongen zoekt de muis,de jongen heeft de muis gezocht,nl,False
de vos jaagt de jongen,de vos heeft de jongen gejaagd,nl,False
de vrouw bekijkt de man,de vrouw heeft de man bekeken,nl,False
le chien attaque le souris,le chien a attaqué le souris,fr,False
le professeur repousse le tigre,le professeur a repoussé le tigre,fr,False
de katten valt de muizen,de katten heeft de muizen aangevallen,nl,True
de vrouwen eet de paarden,de vrouwen heeft de paarden gegeten,nl,True
de kinderen eet de vogels,de kinderen heeft de vogels gegeten,nl,True
de tijger redt de paard,de tijger heeft de paard gered,nl,False
les loups mange les filles,les loups a mangé les filles,fr,True
de muizen achtervolgt de jongens,de muizen heeft de jongens achtervolgd,nl,True
de olifant zoent de vriend,de olifant heeft de vriend gezoend,nl,False
les chats porte les renards,les chats a porté les renards,fr,True
de dokter eet de hond,de dokter heeft de hond gegeten,nl,False
les chiens voit les garçons,les chiens a vu les garçons,fr,True
de kat mag de tijger,de kat heeft de tijger gemogen,nl,False
le singe embrasse le renard,le singe a embrassé le renard,fr,False
de vos draagt de vogel,de vos heeft de vogel gedragen,nl,False
les docteurs observe les éléphants,les docteurs a observé les éléphants,fr,True
