input,target,lang,plural,subj,obj,verb
le enfant poursuit le fille,le enfant a poursuivi le fille,fr,False,enfant,fille,poursuit
les enfants poursuivent les filles,les enfants a poursuivi les filles,fr,True,enfant,fille,poursuit
le enfant attaque le fille,le enfant a attaqué le fille,fr,False,enfant,fille,attaque
les enfants attaquent les filles,les enfants a attaqué les filles,fr,True,enfant,fille,attaque
le enfant réconforte le fille,le enfant a réconforté le fille,fr,False,enfant,fille,réconforte
les enfants réconfortent les filles,les enfants a réconforté les filles,fr,True,enfant,fille,réconforte
le enfant repousse le fille,le enfant a repoussé le fille,fr,False,enfant,fille,repousse
les enfants repoussent les filles,les enfants a repoussé les filles,fr,True,enfant,fille,repousse
le enfant regarde le fille,le enfant a regardé le fille,fr,False,enfant,fille,regarde
les enfants regardent les filles,les enfants a regardé les filles,fr,True,enfant,fille,regarde
le enfant voit le garçon,le enfant a vu le garçon,fr,False,enfant,garçon,voit
les enfants voient les garçons,les enfants a vu les garçons,fr,True,enfant,garçon,voit
le enfant aime le garçon,le enfant a aimé le garçon,fr,False,enfant,garçon,aime
les enfants aiment les garçons,les enfants a aimé les garçons,fr,True,enfant,garçon,aime
le enfant cherche le garçon,le enfant a cherché le garçon,fr,False,enfant,garçon,cherche
les enfants cherchent les garçons,les enfants a cherché les garçons,fr,True,enfant,garçon,cherche
le enfant aide le garçon,le enfant a aidé le garçon,fr,False,enfant,garçon,aide
les enfants aident les garçons,les enfants a aidé les garçons,fr,True,enfant,garçon,aide
le enfant suit le garçon,le enfant a suivi le garçon,fr,False,enfant,garçon,suit
les enfants suivent les garçons,les enfants a suivi les garçons,fr,True,enfant,garçon,suit
le enfant frappe le garçon,le enfant a frappé le garçon,fr,False,enfant,garçon,frappe
les enfants frappent les garçons,les enfants a frappé les garçons,fr,True,enfant,garçon,frappe
le enfant porte le garçon,le enfant a porté le garçon,fr,False,enfant,garçon,porte
les enfants portent les garçons,les enfants a porté les garçons,fr,True,enfant,garçon,porte
le enfant embrasse le garçon,le enfant a embrassé le garçon,fr,False,enfant,garçon,embrasse
les enfants embrassent les garçons,les enfants a embrassé les garçons,fr,True,enfant,garçon,embrasse
le enfant chasse le garçon,le enfant a chassé le garçon,fr,False,enfant,garçon,chasse
les enfants chassent les garçons,les enfants a chassé les garçons,fr,True,enfant,garçon,chasse
le enfant observe le garçon,le enfant a observé le garçon,fr,False,enfant,garçon,observe
les enfants observent les garçons,les enfants a observé les garçons,fr,True,enfant,garçon,observe
le enfant soigne le garçon,le enfant a soigné le garçon,fr,False,enfant,garçon,soigne
les enfants soignent les garçons,les enfants a soigné les garçons,fr,True,enfant,garçon,soigne
le enfant poursuit le garçon,le enfant a poursuivi le garçon,fr,False,enfant,garçon,poursuit
les enfants poursuivent les garçons,les enfants a poursuivi les garçons,fr,True,enfant,garçon,poursuit
le enfant attaque le garçon,le enfant a attaqué le garçon,fr,False,enfant,garçon,attaque
les enfants attaquent les garçons,les enfants a attaqué les garçons,fr,True,enfant,garçon,attaque
le enfant réconforte le garçon,le enfant a réconforté le garçon,fr,False,enfant,garçon,réconforte
les enfants réconfortent les garçons,les enfants a réconforté les garçons,fr,True,enfant,garçon,réconforte
le enfant repousse le garçon,le enfant a repoussé le garçon,fr,False,enfant,garçon,repousse
les enfants repoussent les garçons,les enfants a repoussé les garçons,fr,True,enfant,garçon,repousse
le enfant regarde le garçon,le enfant a regardé le garçon,fr,False,enfant,garçon,regarde
les enfants regardent les garçons,les enfants a regardé les garçons,fr,True,enfant,garçon,regarde
le enfant voit le femme,le enfant a vu le femme,fr,False,enfant,femme,voit
les enfants voient les femmes,les enfants a vu les femmes,fr,True,enfant,femme,voit
le enfant aime le femme,le enfant a aimé le femme,fr,False,enfant,femme,aime
les enfants aiment les femmes,les enfants a aimé les femmes,fr,True,enfant,femme,aime
le enfant cherche le femme,le enfant a cherché le femme,fr,False,enfant,femme,cherche
les enfants cherchent les femmes,les enfants a cherché les femmes,fr,True,enfant,femme,cherche
le enfant aide le femme,le enfant a aidé le femme,fr,False,enfant,femme,aide
les enfants aident les femmes,les enfants a aidé les femmes,fr,True,enfant,femme,aide
le enfant suit le femme,le enfant a suivi le femme,fr,False,enfant,femme,suit
les enfants suivent les femmes,les enfants a suivi les femmes,fr,True,enfant,femme,suit
le enfant frappe le femme,le enfant a frappé le femme,fr,False,enfant,femme,frappe
les enfants frappent les femmes,les enfants a frappé les femmes,fr,True,enfant,femme,frappe
le enfant porte le femme,le enfant a porté le femme,fr,False,enfant,femme,porte
les enfants portent les femmes,les enfants a porté les femmes,fr,True,enfant,femme,porte
le enfant embrasse le femme,le enfant a embrassé le femme,fr,False,enfant,femme,embrasse
les enfants embrassent les femmes,les enfants a embrassé les femmes,fr,True,enfant,femme,embrasse
le enfant chasse le femme,le enfant a chassé le femme,fr,False,enfant,femme,chasse
les enfants chassent les femmes,les enfants a chassé les femmes,fr,True,enfant,femme,chasse
le enfant observe le femme,le enfant a observé le femme,fr,False,enfant,femme,observe
les enfants observent les femmes,les enfants a observé les femmes,fr,True,enfant,femme,observe
le enfant soigne le femme,le enfant a soigné le femme,fr,False,enfant,femme,soigne
les enfants soignent les femmes,les enfants a soigné les femmes,fr,True,enfant,femme,soigne
le enfant poursuit le femme,le enfant a poursuivi le femme,fr,False,enfant,femme,poursuit
les enfants poursuivent les femmes,les enfants a poursuivi les femmes,fr,True,enfant,femme,poursuit
le enfant attaque le femme,le enfant a attaqué le femme,fr,False,enfant,femme,attaque
les enfants attaquent les femmes,les enfants a attaqué les femmes,fr,True,enfant,femme,attaque
le enfant réconforte le femme,le enfant a réconforté le femme,fr,False,enfant,femme,réconforte
les enfants réconfortent les femmes,les enfants a réconforté les femmes,fr,True,enfant,femme,réconforte
le enfant repousse le femme,le enfant a repoussé le femme,fr,False,enfant,femme,repousse
les enfants repoussent les femmes,les enfants a repoussé les femmes,fr,True,enfant,femme,repousse
le enfant regarde le femme,le enfant a regardé le femme,fr,False,enfant,femme,regarde
les enfants regardent les femmes,les enfants a regardé les femmes,fr,True,enfant,femme,regarde
le enfant voit le homme,le enfant a vu le homme,fr,False,enfant,homme,voit
les enfants voient les hommes,les enfants a vu les hommes,fr,True,enfant,homme,voit
le enfant aime le homme,le enfant a aimé le homme,fr,False,enfant,homme,aime
les enfants aiment les hommes,les enfants a aimé les hommes,fr,True,enfant,homme,aime
le enfant cherche le homme,le enfant a cherché le homme,fr,False,enfant,homme,cherche
les enfants cherchent les hommes,les enfants a cherché les hommes,fr,True,enfant,homme,cherche
le enfant aide le homme,le enfant a aidé le homme,fr,False,enfant,homme,aide
les enfants aident les hommes,les enfants a aidé les hommes,fr,True,enfant,homme,aide
le enfant suit le homme,le enfant a suivi le homme,fr,False,enfant,homme,suit
les enfants suivent les hommes,les enfants a suivi les hommes,fr,True,enfant,homme,suit
le enfant frappe le homme,le enfant a frappé le homme,fr,False,enfant,homme,frappe
les enfants frappent les hommes,les enfants a frappé les hommes,fr,True,enfant,homme,frappe
le enfant porte le homme,le enfant a porté le homme,fr,False,enfant,homme,porte
les enfants portent les hommes,les enfants a porté les hommes,fr,True,enfant,homme,porte
le enfant embrasse le homme,le enfant a embrassé le homme,fr,False,enfant,homme,embrasse
les enfants embrassent les hommes,les enfants a embrassé les hommes,fr,True,enfant,homme,embrasse
le enfant chasse le homme,le enfant a chassé le homme,fr,False,enfant,homme,chasse
les enfants chassent les hommes,les enfants a chassé les hommes,fr,True,enfant,homme,chasse
le enfant observe le homme,le enfant a observé le homme,fr,False,enfant,homme,observe
les enfants observent les hommes,les enfants a observé les hommes,fr,True,enfant,homme,observe
le enfant soigne le homme,le enfant a soigné le homme,fr,False,enfant,homme,soigne
les enfants soignent les hommes,les enfants a soigné les hommes,fr,True,enfant,homme,soigne
le enfant poursuit le homme,le enfant a poursuivi le homme,fr,False,enfant,homme,poursuit
les enfants poursuivent les hommes,les enfants a poursuivi les hommes,fr,True,enfant,homme,poursuit
le enfant attaque le homme,le enfant a attaqué le homme,fr,False,enfant,homme,attaque
les enfants attaquent les hommes,les enfants a attaqué les hommes,fr,True,enfant,homme,attaque
le enfant réconforte le homme,le enfant a réconforté le homme,fr,False,enfant,homme,réconforte
les enfants réconfortent les hommes,les enfants a réconforté les hommes,fr,True,enfant,homme,réconforte
le enfant repousse le homme,le enfant a repoussé le homme,fr,False,enfant,homme,repousse
les enfants repoussent les hommes,les enfants a repoussé les hommes,fr,True,enfant,homme,repousse
le enfant regarde le homme,le enfant a regardé le homme,fr,False,enfant,homme,regarde
les enfants regardent les hommes,les enfants a regardé les hommes,fr,True,enfant,homme,regarde
le enfant voit le professeur,le enfant a vu le professeur,fr,False,enfant,professeur,voit
les enfants voient les professeurs,les enfants a vu les professeurs,fr,True,enfant,professeur,voit
le enfant aime le professeur,le enfant a aimé le professeur,fr,False,enfant,professeur,aime
les enfants aiment les professeurs,les enfants a aimé les professeurs,fr,True,enfant,professeur,aime
le enfant cherche le professeur,le enfant a cherché le professeur,fr,False,enfant,professeur,cherche
les enfants cherchent les professeurs,les enfants a cherché les professeurs,fr,True,enfant,professeur,cherche
le enfant aide le professeur,le enfant a aidé le professeur,fr,False,enfant,professeur,aide
les enfants aident les professeurs,les enfants a aidé les professeurs,fr,True,enfant,professeur,aide
le enfant suit le professeur,le enfant a suivi le professeur,fr,False,enfant,professeur,suit
les enfants suivent les professeurs,les enfants a suivi les professeurs,fr,True,enfant,professeur,suit
le enfant frappe le professeur,le enfant a frappé le professeur,fr,False,enfant,professeur,frappe
les enfants frappent les professeurs,les enfants a frappé les professeurs,fr,True,enfant,professeur,frappe
le enfant porte le professeur,le enfant a porté le professeur,fr,False,enfant,professeur,porte
les enfants portent les professeurs,les enfants a porté les professeurs,fr,True,enfant,professeur,porte
le enfant embrasse le professeur,le enfant a embrassé le professeur,fr,False,enfant,professeur,embrasse
les enfants embrassent les professeurs,les enfants a embrassé les professeurs,fr,True,enfant,professeur,embrasse
le enfant chasse le professeur,le enfant a chassé le professeur,fr,False,enfant,professeur,chasse
les enfants chassent les professeurs,les enfants a chassé les professeurs,fr,True,enfant,professeur,chasse
le enfant observe le professeur,le enfant a observé le professeur,fr,False,enfant,professeur,observe
les enfants observent les professeurs,les enfants a observé les professeurs,fr,True,enfant,professeur,observe
le enfant soigne le professeur,le enfant a soigné le professeur,fr,False,enfant,professeur,soigne
les enfants soignent les professeurs,les enfants a soigné les professeurs,fr,True,enfant,professeur,soigne
le enfant poursuit le professeur,le enfant a poursuivi le professeur,fr,False,enfant,professeur,poursuit
les enfants poursuivent les professeurs,les enfants a poursuivi les professeurs,fr,True,enfant,professeur,poursuit
le enfant attaque le professeur,le enfant a attaqué le professeur,fr,False,enfant,professeur,attaque
les enfants attaquent les professeurs,les enfants a attaqué les professeurs,fr,True,enfant,professeur,attaque
le enfant réconforte le professeur,le enfant a réconforté le professeur,fr,False,enfant,professeur,réconforte
les enfants réconfortent les professeurs,les enfants a réconforté les professeurs,fr,True,enfant,professeur,réconforte
le enfant repousse le professeur,le enfant a repoussé le professeur,fr,False,enfant,professeur,repousse
les enfants repoussent les professeurs,les enfants a repoussé les professeurs,fr,True,enfant,professeur,repousse
le enfant regarde le professeur,le enfant a regardé le professeur,fr,False,enfant,professeur,regarde
les enfants regardent les professeurs,les enfants a regardé les professeurs,fr,True,enfant,professeur,regarde
le enfant voit le ami,le enfant a vu le ami,fr,False,enfant,ami,voit
les enfants voient les amis,les enfants a vu les amis,fr,True,enfant,ami,voit
le enfant aime le ami,le enfant a aimé le ami,fr,False,enfant,ami,aime
les enfants aiment les amis,les enfants a aimé les amis,fr,True,enfant,ami,aime
le enfant cherche le ami,le enfant a cherché le ami,fr,False,enfant,ami,cherche
les enfants cherchent les amis,les enfants a cherché les amis,fr,True,enfant,ami,cherche
le enfant aide le ami,le enfant a aidé le ami,fr,False,enfant,ami,aide
les enfants aident les amis,les enfants a aidé les amis,fr,True,enfant,ami,aide
le enfant suit le ami,le enfant a suivi le ami,fr,False,enfant,ami,suit
les enfants suivent les amis,les enfants a suivi les amis,fr,True,enfant,ami,suit
le enfant frappe le ami,le enfant a frappé le ami,fr,False,enfant,ami,frappe
les enfants frappent les amis,les enfants a frappé les amis,fr,True,enfant,ami,frappe
le enfant porte le ami,le enfant a porté le ami,fr,False,enfant,ami,porte
les enfants portent les amis,les enfants a porté les amis,fr,True,enfant,ami,porte
le enfant embrasse le ami,le enfant a embrassé le ami,fr,False,enfant,ami,embrasse
les enfants embrassent les amis,les enfants a embrassé les amis,fr,True,enfant,ami,embrasse
le enfant chasse le ami,le enfant a chassé le ami,fr,False,enfant,ami,chasse
les enfants chassent les amis,les enfants a chassé les amis,fr,True,enfant,ami,chasse
le enfant observe le ami,le enfant a observé le ami,fr,False,enfant,ami,observe
les enfants observent les amis,les enfants a observé les amis,fr,True,enfant,ami,observe
le enfant soigne le ami,le enfant a soigné le ami,fr,False,enfant,ami,soigne
les enfants soignent les amis,les enfants a soigné les amis,fr,True,enfant,ami,soigne
le enfant poursuit le ami,le enfant a poursuivi le ami,fr,False,enfant,ami,poursuit
les enfants poursuivent les amis,les enfants a poursuivi les amis,fr,True,enfant,ami,poursuit
le enfant attaque le ami,le enfant a attaqué le ami,fr,False,enfant,ami,attaque
les enfants attaquent les amis,les enfants a attaqué les amis,fr,True,enfant,ami,attaque
le enfant réconforte le ami,le enfant a réconforté le ami,fr,False,enfant,ami,réconforte
les enfants réconfortent les amis,les enfants a réconforté les amis,fr,True,enfant,ami,réconforte
le enfant repousse le ami,le enfant a repoussé le ami,fr,False,enfant,ami,repousse
les enfants repoussent les amis,les enfants a repoussé les amis,fr,True,enfant,ami,repousse
le enfant regarde le ami,le enfant a regardé le ami,fr,False,enfant,ami,regarde
les enfants regardent les amis,les enfants a regardé les amis,fr,True,enfant,ami,regarde
le enfant voit le ennemi,le enfant a vu le ennemi,fr,False,enfant,ennemi,voit
les enfants voient les ennemis,les enfants a vu les ennemis,fr,True,enfant,ennemi,voit
le enfant aime le ennemi,le enfant a aimé le ennemi,fr,False,enfant,ennemi,aime
les enfants aiment les ennemis,les enfants a aimé les ennemis,fr,True,enfant,ennemi,aime
le enfant cherche le ennemi,le enfant a cherché le ennemi,fr,False,enfant,ennemi,cherche
les enfants cherchent les ennemis,les enfants a cherché les ennemis,fr,True,enfant,ennemi,cherche
le enfant aide le ennemi,le enfant a aidé le ennemi,fr,False,enfant,ennemi,aide
les enfants aident les ennemis,les enfants a aidé les ennemis,fr,True,enfant,ennemi,aide
le enfant suit le ennemi,le enfant a suivi le ennemi,fr,False,enfant,ennemi,suit
les enfants suivent les ennemis,les enfants a suivi les ennemis,fr,True,enfant,ennemi,suit
le enfant frappe le ennemi,le enfant a frappé le ennemi,fr,False,enfant,ennemi,frappe
les enfants frappent les ennemis,les enfants a frappé les ennemis,fr,True,enfant,ennemi,frappe
le enfant porte le ennemi,le enfant a porté le ennemi,fr,False,enfant,ennemi,porte
les enfants portent les ennemis,les enfants a porté les ennemis,fr,True,enfant,ennemi,porte
le enfant embrasse le ennemi,le enfant a embrassé le ennemi,fr,False,enfant,ennemi,embrasse
les enfants embrassent les ennemis,les enfants a embrassé les ennemis,fr,True,enfant,ennemi,embrasse
le enfant chasse le ennemi,le enfant a chassé le ennemi,fr,False,enfant,ennemi,chasse
les enfants chassent les ennemis,les enfants a chassé les ennemis,fr,True,enfant,ennemi,chasse
le enfant observe le ennemi,le enfant a observé le ennemi,fr,False,enfant,ennemi,observe
les enfants observent les ennemis,les enfants a observé les ennemis,fr,True,enfant,ennemi,observe
le enfant soigne le ennemi,le enfant a soigné le ennemi,fr,False,enfant,ennemi,soigne
les enfants soignent les ennemis,les enfants a soigné les ennemis,fr,True,enfant,ennemi,soigne
le enfant poursuit le ennemi,le enfant a poursuivi le ennemi,fr,False,enfant,ennemi,poursuit
les enfants poursuivent les ennemis,les enfants a poursuivi les ennemis,fr,True,enfant,ennemi,poursuit
le enfant attaque le ennemi,le enfant a attaqué le ennemi,fr,False,enfant,ennemi,attaque
les enfants attaquent les ennemis,les enfants a attaqué les ennemis,fr,True,enfant,ennemi,attaque
le enfant réconforte le ennemi,le enfant a réconforté le ennemi,fr,False,enfant,ennemi,réconforte
les enfants réconfortent les ennemis,les enfants a réconforté les ennemis,fr,True,enfant,ennemi,réconforte
le enfant repousse le ennemi,le enfant a repoussé le ennemi,fr,False,enfant,ennemi,repousse
les enfants repoussent les ennemis,les enfants a repoussé les ennemis,fr,True,enfant,ennemi,repousse
le enfant regarde le ennemi,le enfant a regardé le ennemi,fr,False,enfant,ennemi,regarde
les enfants regardent les ennemis,les enfants a regardé les ennemis,fr,True,enfant,ennemi,regarde
le docteur mange le chien,le docteur a mangé le chien,fr,False,docteur,chien,mange
les docteurs mangent les chiens,les docteurs a mangé les chiens,fr,True,docteur,chien,mange
le docteur voit le chien,le docteur a vu le chien,fr,False,docteur,chien,voit
les docteurs voient les chiens,les docteurs a vu les chiens,fr,True,docteur,chien,voit
le docteur aime le chien,le docteur a aimé le chien,fr,False,docteur,chien,aime
les docteurs aiment les chiens,les docteurs a aimé les chiens,fr,True,docteur,chien,aime
le docteur cherche le chien,le docteur a cherché le chien,fr,False,docteur,chien,cherche
les docteurs cherchent les chiens,les docteurs a cherché les chiens,fr,True,docteur,chien,cherche
le docteur aide le chien,le docteur a aidé le chien,fr,False,docteur,chien,aide
les docteurs aident les chiens,les docteurs a aidé les chiens,fr,True,docteur,chien,aide
le docteur suit le chien,le docteur a suivi le chien,fr,False,docteur,chien,suit
les docteurs suivent les chiens,les docteurs a suivi les chiens,fr,True,docteur,chien,suit
le docteur frappe le chien,le docteur a frappé le chien,fr,False,docteur,chien,frappe
les docteurs frappent les chiens,les docteurs a frappé les chiens,fr,True,docteur,chien,frappe
le docteur porte le chien,le docteur a porté le chien,fr,False,docteur,chien,porte
les docteurs portent les chiens,les docteurs a porté les chiens,fr,True,docteur,chien,porte
le docteur chasse le chien,le docteur a chassé le chien,fr,False,docteur,chien,chasse
les docteurs chassent les chiens,les docteurs a chassé les chiens,fr,True,docteur,chien,chasse
le docteur soigne le chien,le docteur a soigné le chien,fr,False,docteur,chien,soigne
les docteurs soignent les chiens,les docteurs a soigné les chiens,fr,True,docteur,chien,soigne
le docteur poursuit le chien,le docteur a poursuivi le chien,fr,False,docteur,chien,poursuit
les docteurs poursuivent les chiens,les docteurs a poursuivi les chiens,fr,True,docteur,chien,poursuit
le docteur attaque le chien,le docteur a attaqué le chien,fr,False,docteur,chien,attaque
les docteurs attaquent les chiens,les docteurs a attaqué les chiens,fr,True,docteur,chien,attaque
le docteur sauve le chien,le docteur a sauvé le chien,fr,False,docteur,chien,sauve
les docteurs sauvent les chiens,les docteurs a sauvé les chiens,fr,True,docteur,chien,sauve
le docteur repousse le chien,le docteur a repoussé le chien,fr,False,docteur,chien,repousse
les docteurs repoussent les chiens,les docteurs a repoussé les chiens,fr,True,docteur,chien,repousse
le docteur ignore le chien,le docteur a ignoré le chien,fr,False,docteur,chien,ignore
les docteurs ignorent les chiens,les docteurs a ignoré les chiens,fr,True,docteur,chien,ignore
le docteur mange le loup,le docteur a mangé le loup,fr,False,docteur,loup,mange
les docteurs mangent les loups,les docteurs a mangé les loups,fr,True,docteur,loup,mange
le docteur voit le loup,le docteur a vu le loup,fr,False,docteur,loup,voit
les docteurs voient les loups,les docteurs a vu les loups,fr,True,docteur,loup,voit
le docteur aime le loup,le docteur a aimé le loup,fr,False,docteur,loup,aime
les docteurs aiment les loups,les docteurs a aimé les loups,fr,True,docteur,loup,aime
le docteur cherche le loup,le docteur a cherché le loup,fr,False,docteur,loup,cherche
les docteurs cherchent les loups,les docteurs a cherché les loups,fr,True,docteur,loup,cherche
le docteur aide le loup,le docteur a aidé le loup,fr,False,docteur,loup,aide
les docteurs aident les loups,les docteurs a aidé les loups,fr,True,docteur,loup,aide
le docteur suit le loup,le docteur a suivi le loup,fr,False,docteur,loup,suit
les docteurs suivent les loups,les docteurs a suivi les loups,fr,True,docteur,loup,suit
le docteur frappe le loup,le docteur a frappé le loup,fr,False,docteur,loup,frappe
les docteurs frappent les loups,les docteurs a frappé les loups,fr,True,docteur,loup,frappe
le docteur porte le loup,le docteur a porté le loup,fr,False,docteur,loup,porte
les docteurs portent les loups,les docteurs a porté les loups,fr,True,docteur,loup,porte
le docteur chasse le loup,le docteur a chassé le loup,fr,False,docteur,loup,chasse
les docteurs chassent les loups,les docteurs a chassé les loups,fr,True,docteur,loup,chasse
le docteur soigne le loup,le docteur a soigné le loup,fr,False,docteur,loup,soigne
les docteurs soignent les loups,les docteurs a soigné les loups,fr,True,docteur,loup,soigne
le docteur poursuit le loup,le docteur a poursuivi le loup,fr,False,docteur,loup,poursuit
les docteurs poursuivent les loups,les docteurs a poursuivi les loups,fr,True,docteur,loup,poursuit
le docteur attaque le loup,le docteur a attaqué le loup,fr,False,docteur,loup,attaque
les docteurs attaquent les loups,les docteurs a attaqué les loups,fr,True,docteur,loup,attaque
le docteur sauve le loup,le docteur a sauvé le loup,fr,False,docteur,loup,sauve
les docteurs sauvent les loups,les docteurs a sauvé les loups,fr,True,docteur,loup,sauve
le docteur repousse le loup,le docteur a repoussé le loup,fr,False,docteur,loup,repousse
les docteurs repoussent les loups,les docteurs a repoussé les loups,fr,True,docteur,loup,repousse
le docteur ignore le loup,le docteur a ignoré le loup,fr,False,docteur,loup,ignore
les docteurs ignorent les loups,les docteurs a ignoré les loups,fr,True,docteur,loup,ignore
le docteur mange le chat,le docteur a mangé le chat,fr,False,docteur,chat,mange
les docteurs mangent les chats,les docteurs a mangé les chats,fr,True,docteur,chat,mange
le docteur voit le chat,le docteur a vu le chat,fr,False,docteur,chat,voit
les docteurs voient les chats,les docteurs a vu les chats,fr,True,docteur,chat,voit
le docteur aime le chat,le docteur a aimé le chat,fr,False,docteur,chat,aime
les docteurs aiment les chats,les docteurs a aimé les chats,fr,True,docteur,chat,aime
le docteur cherche le chat,le docteur a cherché le chat,fr,False,docteur,chat,cherche
les docteurs cherchent les chats,les docteurs a cherché les chats,fr,True,docteur,chat,cherche
le docteur aide le chat,le docteur a aidé le chat,fr,False,docteur,chat,aide
les docteurs aident les chats,les docteurs a aidé les chats,fr,True,docteur,chat,aide
le docteur suit le chat,le docteur a suivi le chat,fr,False,docteur,chat,suit
les docteurs suivent les chats,les docteurs a suivi les chats,fr,True,docteur,chat,suit
le docteur frappe le chat,le docteur a frappé le chat,fr,False,docteur,chat,frappe
les docteurs frappent les chats,les docteurs a frappé les chats,fr,True,docteur,chat,frappe
le docteur porte le chat,le docteur a porté le chat,fr,False,docteur,chat,porte
les docteurs portent les chats,les docteurs a porté les chats,fr,True,docteur,chat,porte
le docteur chasse le chat,le docteur a chassé le chat,fr,False,docteur,chat,chasse
les docteurs chassent les chats,les docteurs a chassé les chats,fr,True,docteur,chat,chasse
le docteur soigne le chat,le docteur a soigné le chat,fr,False,docteur,chat,soigne
les docteurs soignent les chats,les docteurs a soigné les chats,fr,True,docteur,chat,soigne
le docteur poursuit le chat,le docteur a poursuivi le chat,fr,False,docteur,chat,poursuit
les docteurs poursuivent les chats,les docteurs a poursuivi les chats,fr,True,docteur,chat,poursuit
le docteur attaque le chat,le docteur a attaqué le chat,fr,False,docteur,chat,attaque
les docteurs attaquent les chats,les docteurs a attaqué les chats,fr,True,docteur,chat,attaque
le docteur sauve le chat,le docteur a sauvé le chat,fr,False,docteur,chat,sauve
les docteurs sauvent les chats,les docteurs a sauvé les chats,fr,True,docteur,chat,sauve
le docteur repousse le chat,le docteur a repoussé le chat,fr,False,docteur,chat,repousse
les docteurs repoussent les chats,les docteurs a repoussé les chats,fr,True,docteur,chat,repousse
le docteur ignore le chat,le docteur a ignoré le chat,fr,False,docteur,chat,ignore
les docteurs ignorent les chats,les docteurs a ignoré les chats,fr,True,docteur,chat,ignore
le docteur mange le tigre,le docteur a mangé le tigre,fr,False,docteur,tigre,mange
les docteurs mangent les tigres,les docteurs a mangé les tigres,fr,True,docteur,tigre,mange
le docteur voit le tigre,le docteur a vu le tigre,fr,False,docteur,tigre,voit
les docteurs voient les tigres,les docteurs a vu les tigres,fr,True,docteur,tigre,voit
le docteur aime le tigre,le docteur a aimé le tigre,fr,False,docteur,tigre,aime
les docteurs aiment les tigres,les docteurs a aimé les tigres,fr,True,docteur,tigre,aime
le docteur cherche le tigre,le docteur a cherché le tigre,fr,False,docteur,tigre,cherche
les docteurs cherchent les tigres,les docteurs a cherché les tigres,fr,True,docteur,tigre,cherche
le docteur aide le tigre,le docteur a aidé le tigre,fr,False,docteur,tigre,aide
les docteurs aident les tigres,les docteurs a aidé les tigres,fr,True,docteur,tigre,aide
le docteur suit le tigre,le docteur a suivi le tigre,fr,False,docteur,tigre,suit
les docteurs suivent les tigres,les docteurs a suivi les tigres,fr,True,docteur,tigre,suit
le docteur frappe le tigre,le docteur a frappé le tigre,fr,False,docteur,tigre,frappe
les docteurs frappent les tigres,les docteurs a frappé les tigres,fr,True,docteur,tigre,frappe
le docteur porte le tigre,le docteur a porté le tigre,fr,False,docteur,tigre,porte
les docteurs portent les tigres,les docteurs a porté les tigres,fr,True,docteur,tigre,porte
le docteur chasse le tigre,le docteur a chassé le tigre,fr,False,docteur,tigre,chasse
les docteurs chassent les tigres,les docteurs a chassé les tigres,fr,True,docteur,tigre,chasse
le docteur soigne le tigre,le docteur a soigné le tigre,fr,False,docteur,tigre,soigne
les docteurs soignent les tigres,les docteurs a soigné les tigres,fr,True,docteur,tigre,soigne
le docteur poursuit le tigre,le docteur a poursuivi le tigre,fr,False,docteur,tigre,poursuit
les docteurs poursuivent les tigres,les docteurs a poursuivi les tigres,fr,True,docteur,tigre,poursuit
le docteur attaque le tigre,le docteur a attaqué le tigre,fr,False,docteur,tigre,attaque
les docteurs attaquent les tigres,les docteurs a attaqué les tigres,fr,True,docteur,tigre,attaque
le docteur sauve le tigre,le docteur a sauvé le tigre,fr,False,docteur,tigre,sauve
les docteurs sauvent les tigres,les docteurs a sauvé les tigres,fr,True,docteur,tigre,sauve
le docteur repousse le tigre,le docteur a repoussé le tigre,fr,False,docteur,tigre,repousse
les docteurs repoussent les tigres,les docteurs a repoussé les tigres,fr,True,docteur,tigre,repousse
le docteur ignore le tigre,le docteur a ignoré le tigre,fr,False,docteur,tigre,ignore
les docteurs ignorent les tigres,les docteurs a ignoré les tigres,fr,True,docteur,tigre,ignore
le docteur mange le singe,le docteur a mangé le singe,fr,False,docteur,singe,mange
les docteurs mangent les singes,les docteurs a mangé les singes,fr,True,docteur,singe,mange
le docteur voit le singe,le docteur a vu le singe,fr,False,docteur,singe,voit
les docteurs voient les singes,les docteurs a vu les singes,fr,True,docteur,singe,voit
le docteur aime le singe,le docteur a aimé le singe,fr,False,docteur,singe,aime
les docteurs aiment les singes,les docteurs a aimé les singes,fr,True,docteur,singe,aime
le docteur cherche le singe,le docteur a cherché le singe,fr,False,docteur,singe,cherche
les docteurs cherchent les singes,les docteurs a cherché les singes,fr,True,docteur,singe,cherche
le docteur aide le singe,le docteur a aidé le singe,fr,False,docteur,singe,aide
les docteurs aident les singes,les docteurs a aidé les singes,fr,True,docteur,singe,aide
le docteur suit le singe,le docteur a suivi le singe,fr,False,docteur,singe,suit
les docteurs suivent les singes,les docteurs a suivi les singes,fr,True,docteur,singe,suit
le docteur frappe le singe,le docteur a frappé le singe,fr,False,docteur,singe,frappe
les docteurs frappent les singes,les docteurs a frappé les singes,fr,True,docteur,singe,frappe
le docteur porte le singe,le docteur a porté le singe,fr,False,docteur,singe,porte
les docteurs portent les singes,les docteurs a porté les singes,fr,True,docteur,singe,porte
le docteur chasse le singe,le docteur a chassé le singe,fr,False,docteur,singe,chasse
