input,target,lang,plural,subj,obj,verb
les loups attaquent les femmes,les loups a attaqué les femmes,fr,True,loup,femme,attaque
le loup sauve le femme,le loup a sauvé le femme,fr,False,loup,femme,sauve
les loups sauvent les femmes,les loups a sauvé les femmes,fr,True,loup,femme,sauve
le loup réconforte le femme,le loup a réconforté le femme,fr,False,loup,femme,réconforte
les loups réconfortent les femmes,les loups a réconforté les femmes,fr,True,loup,femme,réconforte
le loup repousse le femme,le loup a repoussé le femme,fr,False,loup,femme,repousse
les loups repoussent les femmes,les loups a repoussé les femmes,fr,True,loup,femme,repousse
le loup regarde le femme,le loup a regardé le femme,fr,False,loup,femme,regarde
les loups regardent les femmes,les loups a regardé les femmes,fr,True,loup,femme,regarde
le loup ignore le femme,le loup a ignoré le femme,fr,False,loup,femme,ignore
les loups ignorent les femmes,les loups a ignoré les femmes,fr,True,loup,femme,ignore
le loup mange le homme,le loup a mangé le homme,fr,False,loup,homme,mange
les loups mangent les hommes,les loups a mangé les hommes,fr,True,loup,homme,mange
le loup voit le homme,le loup a vu le homme,fr,False,loup,homme,voit
les loups voient les hommes,les loups a vu les hommes,fr,True,loup,homme,voit
le loup aime le homme,le loup a aimé le homme,fr,False,loup,homme,aime
les loups aiment les hommes,les loups a aimé les hommes,fr,True,loup,homme,aime
le loup cherche le homme,le loup a cherché le homme,fr,False,loup,homme,cherche
les loups cherchent les hommes,les loups a cherché les hommes,fr,True,loup,homme,cherche
le loup aide le homme,le loup a aidé le homme,fr,False,loup,homme,aide
les loups aident les hommes,les loups a aidé les hommes,fr,True,loup,homme,aide
le loup porte le homme,le loup a porté le homme,fr,False,loup,homme,porte
les loups portent les hommes,les loups a porté les hommes,fr,True,loup,homme,porte
le loup embrasse le homme,le loup a embrassé le homme,fr,False,loup,homme,embrasse
les loups embrassent les hommes,les loups a embrassé les hommes,fr,True,loup,homme,embrasse
le loup chasse le homme,le loup a chassé le homme,fr,False,loup,homme,chasse
les loups chassent les hommes,les loups a chassé les hommes,fr,True,loup,homme,chasse
le loup observe le homme,le loup a observé le homme,fr,False,loup,homme,observe
les loups observent les hommes,les loups a observé les hommes,fr,True,loup,homme,observe
le loup poursuit le homme,le loup a poursuivi le homme,fr,False,loup,homme,poursuit
les loups poursuivent les hommes,les loups a poursuivi les hommes,fr,True,loup,homme,poursuit
le loup attaque le homme,le loup a attaqué le homme,fr,False,loup,homme,attaque
les loups attaquent les hommes,les loups a attaqué les hommes,fr,True,loup,homme,attaque
le loup sauve le homme,le loup a sauvé le homme,fr,False,loup,homme,sauve
les loups sauvent les hommes,les loups a sauvé les hommes,fr,True,loup,homme,sauve
le loup réconforte le homme,le loup a réconforté le homme,fr,False,loup,homme,réconforte
les loups réconfortent les hommes,les loups a réconforté les hommes,fr,True,loup,homme,réconforte
le loup repousse le homme,le loup a repoussé le homme,fr,False,loup,homme,repousse
les loups repoussent les hommes,les loups a repoussé les hommes,fr,True,loup,homme,repousse
le loup regarde le homme,le loup a regardé le homme,fr,False,loup,homme,regarde
les loups regardent les hommes,les loups a regardé les hommes,fr,True,loup,homme,regarde
le loup ignore le homme,le loup a ignoré le homme,fr,False,loup,homme,ignore
les loups ignorent les hommes,les loups a ignoré les hommes,fr,True,loup,homme,ignore
le loup mange le professeur,le loup a mangé le professeur,fr,False,loup,professeur,mange
les loups mangent les professeurs,les loups a mangé les professeurs,fr,True,loup,professeur,mange
le loup voit le professeur,le loup a vu le professeur,fr,False,loup,professeur,voit
les loups voient les professeurs,les loups a vu les professeurs,fr,True,loup,professeur,voit
le loup aime le professeur,le loup a aimé le professeur,fr,False,loup,professeur,aime
les loups aiment les professeurs,les loups a aimé les professeurs,fr,True,loup,professeur,aime
le loup cherche le professeur,le loup a cherché le professeur,fr,False,loup,professeur,cherche
les loups cherchent les professeurs,les loups a cherché les professeurs,fr,True,loup,professeur,cherche
le loup aide le professeur,le loup a aidé le professeur,fr,False,loup,professeur,aide
les loups aident les professeurs,les loups a aidé les professeurs,fr,True,loup,professeur,aide
le loup porte le professeur,le loup a porté le professeur,fr,False,loup,professeur,porte
les loups portent les professeurs,les loups a porté les professeurs,fr,True,loup,professeur,porte
le loup embrasse le professeur,le loup a embrassé le professeur,fr,False,loup,professeur,embrasse
les loups embrassent les professeurs,les loups a embrassé les professeurs,fr,True,loup,professeur,embrasse
le loup chasse le professeur,le loup a chassé le professeur,fr,False,loup,professeur,chasse
les loups chassent les professeurs,les loups a chassé les professeurs,fr,True,loup,professeur,chasse
le loup observe le professeur,le loup a observé le professeur,fr,False,loup,professeur,observe
les loups observent les professeurs,les loups a observé les professeurs,fr,True,loup,professeur,observe
le loup poursuit le professeur,le loup a poursuivi le professeur,fr,False,loup,professeur,poursuit
les loups poursuivent les professeurs,les loups a poursuivi les professeurs,fr,True,loup,professeur,poursuit
le loup attaque le professeur,le loup a attaqué le professeur,fr,False,loup,professeur,attaque
les loups attaquent les professeurs,les loups a attaqué les professeurs,fr,True,loup,professeur,attaque
le loup sauve le professeur,le loup a sauvé le professeur,fr,False,loup,professeur,sauve
les loups sauvent les professeurs,les loups a sauvé les professeurs,fr,True,loup,professeur,sauve
le loup réconforte le professeur,le loup a réconforté le professeur,fr,False,loup,professeur,réconforte
les loups réconfortent les professeurs,les loups a réconforté les professeurs,fr,True,loup,professeur,réconforte
le loup repousse le professeur,le loup a repoussé le professeur,fr,False,loup,professeur,repousse
les loups repoussent les professeurs,les loups a repoussé les professeurs,fr,True,loup,professeur,repousse
le loup regarde le professeur,le loup a regardé le professeur,fr,False,loup,professeur,regarde
les loups regardent les professeurs,les loups a regardé les professeurs,fr,True,loup,professeur,regarde
le loup ignore le professeur,le loup a ignoré le professeur,fr,False,loup,professeur,ignore
les loups ignorent les professeurs,les loups a ignoré les professeurs,fr,True,loup,professeur,ignore
le loup mange le ami,le loup a mangé le ami,fr,False,loup,ami,mange
les loups mangent les amis,les loups a mangé les amis,fr,True,loup,ami,mange
le loup voit le ami,le loup a vu le ami,fr,False,loup,ami,voit
les loups voient les amis,les loups a vu les amis,fr,True,loup,ami,voit
le loup aime le ami,le loup a aimé le ami,fr,False,loup,ami,aime
les loups aiment les amis,les loups a aimé les amis,fr,True,loup,ami,aime
le loup cherche le ami,le loup a cherché le ami,fr,False,loup,ami,cherche
les loups cherchent les amis,les loups a cherché les amis,fr,True,loup,ami,cherche
le loup aide le ami,le loup a aidé le ami,fr,False,loup,ami,aide
les loups aident les amis,les loups a aidé les amis,fr,True,loup,ami,aide
le loup porte le ami,le loup a porté le ami,fr,False,loup,ami,porte
les loups portent les amis,les loups a porté les amis,fr,True,loup,ami,porte
le loup embrasse le ami,le loup a embrassé le ami,fr,False,loup,ami,embrasse
les loups embrassent les amis,les loups a embrassé les amis,fr,True,loup,ami,embrasse
le loup chasse le ami,le loup a chassé le ami,fr,False,loup,ami,chasse
les loups chassent les amis,les loups a chassé les amis,fr,True,loup,ami,chasse
le loup observe le ami,le loup a observé le ami,fr,False,loup,ami,observe
les loups observent les amis,les loups a observé les amis,fr,True,loup,ami,observe
le loup poursuit le ami,le loup a poursuivi le ami,fr,False,loup,ami,poursuit
les loups poursuivent les amis,les loups a poursuivi les amis,fr,True,loup,ami,poursuit
le loup attaque le ami,le loup a attaqué le ami,fr,False,loup,ami,attaque
les loups attaquent les amis,les loups a attaqué les amis,fr,True,loup,ami,attaque
le loup sauve le ami,le loup a sauvé le ami,fr,False,loup,ami,sauve
les loups sauvent les amis,les loups a sauvé les amis,fr,True,loup,ami,sauve
le loup réconforte le ami,le loup a réconforté le ami,fr,False,loup,ami,réconforte
les loups réconfortent les amis,les loups a réconforté les amis,fr,True,loup,ami,réconforte
le loup repousse le ami,le loup a repoussé le ami,fr,False,loup,ami,repousse
les loups repoussent les amis,les loups a repoussé les amis,fr,True,loup,ami,repousse
le loup regarde le ami,le loup a regardé le ami,fr,False,loup,ami,regarde
les loups regardent les amis,les loups a regardé les amis,fr,True,loup,ami,regarde
le loup ignore le ami,le loup a ignoré le ami,fr,False,loup,ami,ignore
les loups ignorent les amis,les loups a ignoré les amis,fr,True,loup,ami,ignore
le loup mange le ennemi,le loup a mangé le ennemi,fr,False,loup,ennemi,mange
les loups mangent les ennemis,les loups a mangé les ennemis,fr,True,loup,ennemi,mange
le loup voit le ennemi,le loup a vu le ennemi,fr,False,loup,ennemi,voit
les loups voient les ennemis,les loups a vu les ennemis,fr,True,loup,ennemi,voit
le loup aime le ennemi,le loup a aimé le ennemi,fr,False,loup,ennemi,aime
les loups aiment les ennemis,les loups a aimé les ennemis,fr,True,loup,ennemi,aime
le loup cherche le ennemi,le loup a cherché le ennemi,fr,False,loup,ennemi,cherche
les loups cherchent les ennemis,les loups a cherché les ennemis,fr,True,loup,ennemi,cherche
le loup aide le ennemi,le loup a aidé le ennemi,fr,False,loup,ennemi,aide
les loups aident les ennemis,les loups a aidé les ennemis,fr,True,loup,ennemi,aide
le loup porte le ennemi,le loup a porté le ennemi,fr,False,loup,ennemi,porte
les loups portent les ennemis,les loups a porté les ennemis,fr,True,loup,ennemi,porte
le loup embrasse le ennemi,le loup a embrassé le ennemi,fr,False,loup,ennemi,embrasse
les loups embrassent les ennemis,les loups a embrassé les ennemis,fr,True,loup,ennemi,embrasse
le loup chasse le ennemi,le loup a chassé le ennemi,fr,False,loup,ennemi,chasse
les loups chassent les ennemis,les loups a chassé les ennemis,fr,True,loup,ennemi,chasse
le loup observe le ennemi,le loup a observé le ennemi,fr,False,loup,ennemi,observe
les loups observent les ennemis,les loups a observé les ennemis,fr,True,loup,ennemi,observe
le loup poursuit le ennemi,le loup a poursuivi le ennemi,fr,False,loup,ennemi,poursuit
les loups poursuivent les ennemis,les loups a poursuivi les ennemis,fr,True,loup,ennemi,poursuit
le loup attaque le ennemi,le loup a attaqué le ennemi,fr,False,loup,ennemi,attaque
les loups attaquent les ennemis,les loups a attaqué les ennemis,fr,True,loup,ennemi,attaque
le loup sauve le ennemi,le loup a sauvé le ennemi,fr,False,loup,ennemi,sauve
les loups sauvent les ennemis,les loups a sauvé les ennemis,fr,True,loup,ennemi,sauve
le loup réconforte le ennemi,le loup a réconforté le ennemi,fr,False,loup,ennemi,réconforte
les loups réconfortent les ennemis,les loups a réconforté les ennemis,fr,True,loup,ennemi,réconforte
le loup repousse le ennemi,le loup a repoussé le ennemi,fr,False,loup,ennemi,repousse
les loups repoussent les ennemis,les loups a repoussé les ennemis,fr,True,loup,ennemi,repousse
le loup regarde le ennemi,le loup a regardé le ennemi,fr,False,loup,ennemi,regarde
les loups regardent les ennemis,les loups a regardé les ennemis,fr,True,loup,ennemi,regarde
le loup ignore le ennemi,le loup a ignoré le ennemi,fr,False,loup,ennemi,ignore
les loups ignorent les ennemis,les loups a ignoré les ennemis,fr,True,loup,ennemi,ignore
le chat mange le chien,le chat a mangé le chien,fr,False,chat,chien,mange
les chats mangent les chiens,les chats a mangé les chiens,fr,True,chat,chien,mange
le chat voit le chien,le chat a vu le chien,fr,False,chat,chien,voit
les chats voient les chiens,les chats a vu les chiens,fr,True,chat,chien,voit
le chat cherche le chien,le chat a cherché le chien,fr,False,chat,chien,cherche
les chats cherchent les chiens,les chats a cherché les chiens,fr,True,chat,chien,cherche
le chat aide le chien,le chat a aidé le chien,fr,False,chat,chien,aide
les chats aident les chiens,les chats a aidé les chiens,fr,True,chat,chien,aide
le chat suit le chien,le chat a suivi le chien,fr,False,chat,chien,suit
les chats suivent les chiens,les chats a suivi les chiens,fr,True,chat,chien,suit
le chat porte le chien,le chat a porté le chien,fr,False,chat,chien,porte
les chats portent les chiens,les chats a porté les chiens,fr,True,chat,chien,porte
le chat embrasse le chien,le chat a embrassé le chien,fr,False,chat,chien,embrasse
les chats embrassent les chiens,les chats a embrassé les chiens,fr,True,chat,chien,embrasse
le chat chasse le chien,le chat a chassé le chien,fr,False,chat,chien,chasse
les chats chassent les chiens,les chats a chassé les chiens,fr,True,chat,chien,chasse
le chat observe le chien,le chat a observé le chien,fr,False,chat,chien,observe
les chats observent les chiens,les chats a observé les chiens,fr,True,chat,chien,observe
le chat poursuit le chien,le chat a poursuivi le chien,fr,False,chat,chien,poursuit
les chats poursuivent les chiens,les chats a poursuivi les chiens,fr,True,chat,chien,poursuit
le chat attaque le chien,le chat a attaqué le chien,fr,False,chat,chien,attaque
les chats attaquent les chiens,les chats a attaqué les chiens,fr,True,chat,chien,attaque
le chat sauve le chien,le chat a sauvé le chien,fr,False,chat,chien,sauve
les chats sauvent les chiens,les chats a sauvé les chiens,fr,True,chat,chien,sauve
le chat réconforte le chien,le chat a réconforté le chien,fr,False,chat,chien,réconforte
les chats réconfortent les chiens,les chats a réconforté les chiens,fr,True,chat,chien,réconforte
le chat repousse le chien,le chat a repoussé le chien,fr,False,chat,chien,repousse
les chats repoussent les chiens,les chats a repoussé les chiens,fr,True,chat,chien,repousse
le chat regarde le chien,le chat a regardé le chien,fr,False,chat,chien,regarde
les chats regardent les chiens,les chats a regardé les chiens,fr,True,chat,chien,regarde
le chat ignore le chien,le chat a ignoré le chien,fr,False,chat,chien,ignore
les chats ignorent les chiens,les chats a ignoré les chiens,fr,True,chat,chien,ignore
le chat mange le loup,le chat a mangé le loup,fr,False,chat,loup,mange
les chats mangent les loups,les chats a mangé les loups,fr,True,chat,loup,mange
le chat voit le loup,le chat a vu le loup,fr,False,chat,loup,voit
les chats voient les loups,les chats a vu les loups,fr,True,chat,loup,voit
le chat cherche le loup,le chat a cherché le loup,fr,False,chat,loup,cherche
les chats cherchent les loups,les chats a cherché les loups,fr,True,chat,loup,cherche
le chat aide le loup,le chat a aidé le loup,fr,False,chat,loup,aide
les chats aident les loups,les chats a aidé les loups,fr,True,chat,loup,aide
le chat suit le loup,le chat a suivi le loup,fr,False,chat,loup,suit
les chats suivent les loups,les chats a suivi les loups,fr,True,chat,loup,suit
le chat porte le loup,le chat a porté le loup,fr,False,chat,loup,porte
les chats portent les loups,les chats a porté les loups,fr,True,chat,loup,porte
le chat embrasse le loup,le chat a embrassé le loup,fr,False,chat,loup,embrasse
les chats embrassent les loups,les chats a embrassé les loups,fr,True,chat,loup,embrasse
le chat chasse le loup,le chat a chassé le loup,fr,False,chat,loup,chasse
les chats chassent les loups,les chats a chassé les loups,fr,True,chat,loup,chasse
le chat observe le loup,le chat a observé le loup,fr,False,chat,loup,observe
les chats observent les loups,les chats a observé les loups,fr,True,chat,loup,observe
le chat poursuit le loup,le chat a poursuivi le loup,fr,False,chat,loup,poursuit
les chats poursuivent les loups,les chats a poursuivi les loups,fr,True,chat,loup,poursuit
le chat attaque le loup,le chat a attaqué le loup,fr,False,chat,loup,attaque
les chats attaquent les loups,les chats a attaqué les loups,fr,True,chat,loup,attaque
le chat sauve le loup,le chat a sauvé le loup,fr,False,chat,loup,sauve
les chats sauvent les loups,les chats a sauvé les loups,fr,True,chat,loup,sauve
le chat réconforte le loup,le chat a réconforté le loup,fr,False,chat,loup,réconforte
les chats réconfortent les loups,les chats a réconforté les loups,fr,True,chat,loup,réconforte
le chat repousse le loup,le chat a repoussé le loup,fr,False,chat,loup,repousse
les chats repoussent les loups,les chats a repoussé les loups,fr,True,chat,loup,repousse
le chat regarde le loup,le chat a regardé le loup,fr,False,chat,loup,regarde
les chats regardent les loups,les chats a regardé les loups,fr,True,chat,loup,regarde
le chat ignore le loup,le chat a ignoré le loup,fr,False,chat,loup,ignore
les chats ignorent les loups,les chats a ignoré les loups,fr,True,chat,loup,ignore
le chat mange le tigre,le chat a mangé le tigre,fr,False,chat,tigre,mange
les chats mangent les tigres,les chats a mangé les tigres,fr,True,chat,tigre,mange
le chat voit le tigre,le chat a vu le tigre,fr,False,chat,tigre,voit
les chats voient les tigres,les chats a vu les tigres,fr,True,chat,tigre,voit
le chat cherche le tigre,le chat a cherché le tigre,fr,False,chat,tigre,cherche
les chats cherchent les tigres,les chats a cherché les tigres,fr,True,chat,tigre,cherche
le chat aide le tigre,le chat a aidé le tigre,fr,False,chat,tigre,aide
les chats aident les tigres,les chats a aidé les tigres,fr,True,chat,tigre,aide
le chat suit le tigre,le chat a suivi le tigre,fr,False,chat,tigre,suit
les chats suivent les tigres,les chats a suivi les tigres,fr,True,chat,tigre,suit
le chat porte le tigre,le chat a porté le tigre,fr,False,chat,tigre,porte
les chats portent les tigres,les chats a porté les tigres,fr,True,chat,tigre,porte
le chat embrasse le tigre,le chat a embrassé le tigre,fr,False,chat,tigre,embrasse
les chats embrassent les tigres,les chats a embrassé les tigres,fr,True,chat,tigre,embrasse
le chat chasse le tigre,le chat a chassé le tigre,fr,False,chat,tigre,chasse
les chats chassent les tigres,les chats a chassé les tigres,fr,True,chat,tigre,chasse
le chat observe le tigre,le chat a observé le tigre,fr,False,chat,tigre,observe
les chats observent les tigres,les chats a observé les tigres,fr,True,chat,tigre,observe
le chat poursuit le tigre,le chat a poursuivi le tigre,fr,False,chat,tigre,poursuit
les chats poursuivent les tigres,les chats a poursuivi les tigres,fr,True,chat,tigre,poursuit
le chat attaque le tigre,le chat a attaqué le tigre,fr,False,chat,tigre,attaque
les chats attaquent les tigres,les chats a attaqué les tigres,fr,True,chat,tigre,attaque
le chat sauve le tigre,le chat a sauvé le tigre,fr,False,chat,tigre,sauve
les chats sauvent les tigres,les chats a sauvé les tigres,fr,True,chat,tigre,sauve
le chat réconforte le tigre,le chat a réconforté le tigre,fr,False,chat,tigre,réconforte
les chats réconfortent les tigres,les chats a réconforté les tigres,fr,True,chat,tigre,réconforte
le chat repousse le tigre,le chat a repoussé le tigre,fr,False,chat,tigre,repousse
les chats repoussent les tigres,les chats a repoussé les tigres,fr,True,chat,tigre,repousse
le chat regarde le tigre,le chat a regardé le tigre,fr,False,chat,tigre,regarde
les chats regardent les tigres,les chats a regardé les tigres,fr,True,chat,tigre,regarde
le chat ignore le tigre,le chat a ignoré le tigre,fr,False,chat,tigre,ignore
les chats ignorent les tigres,les chats a ignoré les tigres,fr,True,chat,tigre,ignore
le chat mange le singe,le chat a mangé le singe,fr,False,chat,singe,mange
les chats mangent les singes,les chats a mangé les singes,fr,True,chat,singe,mange
le chat voit le singe,le chat a vu le singe,fr,False,chat,singe,voit
les chats voient les singes,les chats a vu les singes,fr,True,chat,singe,voit
le chat cherche le singe,le chat a cherché le singe,fr,False,chat,singe,cherche
les chats cherchent les singes,les chats a cherché les singes,fr,True,chat,singe,cherche
le chat aide le singe,le chat a aidé le singe,fr,False,chat,singe,aide
les chats aident les singes,les chats a aidé les singes,fr,True,chat,singe,aide
le chat suit le singe,le chat a suivi le singe,fr,False,chat,singe,suit
les chats suivent les singes,les chats a suivi les singes,fr,True,chat,singe,suit
le chat porte le singe,le chat a porté le singe,fr,False,chat,singe,porte
les chats portent les singes,les chats a porté les singes,fr,True,chat,singe,porte
le chat embrasse le singe,le chat a embrassé le singe,fr,False,chat,singe,embrasse
les chats embrassent les singes,les chats a embrassé les singes,fr,True,chat,singe,embrasse
le chat chasse le singe,le chat a chassé le singe,fr,False,chat,singe,chasse
les chats chassent les singes,les chats a chassé les singes,fr,True,chat,singe,chasse
le chat observe le singe,le chat a observé le singe,fr,False,chat,singe,observe
les chats observent les singes,les chats a observé les singes,fr,True,chat,singe,observe
le chat poursuit le singe,le chat a poursuivi le singe,fr,False,chat,singe,poursuit
les chats poursuivent les singes,les chats a poursuivi les singes,fr,True,chat,singe,poursuit
le chat attaque le singe,le chat a attaqué le singe,fr,False,chat,singe,attaque
les chats attaquent les singes,les chats a attaqué les singes,fr,True,chat,singe,attaque
le chat sauve le singe,le chat a sauvé le singe,fr,False,chat,singe,sauve
les chats sauvent les singes,les chats a sauvé les singes,fr,True,chat,singe,sauve
le chat réconforte le singe,le chat a réconforté le singe,fr,False,chat,singe,réconforte
les chats réconfortent les singes,les chats a réconforté les singes,fr,True,chat,singe,réconforte
le chat repousse le singe,le chat a repoussé le singe,fr,False,chat,singe,repousse
les chats repoussent les singes,les chats a repoussé les singes,fr,True,chat,singe,repousse
le chat regarde le singe,le chat a regardé le singe,fr,False,chat,singe,regarde
les chats regardent les singes,les chats a regardé les singes,fr,True,chat,singe,regarde
le chat ignore le singe,le chat a ignoré le singe,fr,False,chat,singe,ignore
les chats ignorent les singes,les chats a ignoré les singes,fr,True,chat,singe,ignore
le chat mange le cheval,le chat a mangé le cheval,fr,False,chat,cheval,mange
les chats mangent les chevaux,les chats a mangé les chevaux,fr,True,chat,cheval,mange
le chat voit le cheval,le chat a vu le cheval,fr,False,chat,cheval,voit
les chats voient les chevaux,les chats a vu les chevaux,fr,True,chat,cheval,voit
le chat cherche le cheval,le chat a cherché le cheval,fr,False,chat,cheval,cherche
les chats cherchent les chevaux,les chats a cherché les chevaux,fr,True,chat,cheval,cherche
le chat aide le cheval,le chat a aidé le cheval,fr,False,chat,cheval,aide
les chats aident les chevaux,les chats a aidé les chevaux,fr,True,chat,cheval,aide
le chat suit le cheval,le chat a suivi le cheval,fr,False,chat,cheval,suit
les chats suivent les chevaux,les chats a suivi les chevaux,fr,True,chat,cheval,suit
le chat porte le cheval,le chat a porté le cheval,fr,False,chat,cheval,porte
les chats portent les chevaux,les chats a porté les chevaux,fr,True,chat,cheval,porte
le chat embrasse le cheval,le chat a embrassé le cheval,fr,False,chat,cheval,embrasse
les chats embrassent les chevaux,les chats a embrassé les chevaux,fr,True,chat,cheval,embrasse
le chat chasse le cheval,le chat a chassé le cheval,fr,False,chat,cheval,chasse
les chats chassent les chevaux,les chats a chassé les chevaux,fr,True,chat,cheval,chasse
le chat observe le cheval,le chat a observé le cheval,fr,False,chat,cheval,observe
les chats observent les chevaux,les chats a observé les chevaux,fr,True,chat,cheval,observe
le chat poursuit le cheval,le chat a poursuivi le cheval,fr,False,chat,cheval,poursuit
les chats poursuivent les chevaux,les chats a poursuivi les chevaux,fr,True,chat,cheval,poursuit
le chat attaque le cheval,le chat a attaqué le cheval,fr,False,chat,cheval,attaque
les chats attaquent les chevaux,les chats a attaqué les chevaux,fr,True,chat,cheval,attaque
le chat sauve le cheval,le chat a sauvé le cheval,fr,False,chat,cheval,sauve
les chats sauvent les chevaux,les chats a sauvé les chevaux,fr,True,chat,cheval,sauve
le chat réconforte le cheval,le chat a réconforté le cheval,fr,False,chat,cheval,réconforte
les chats réconfortent les chevaux,les chats a réconforté les chevaux,fr,True,chat,cheval,réconforte
le chat repousse le cheval,le chat a repoussé le cheval,fr,False,chat,cheval,repousse
les chats repoussent les chevaux,les chats a repoussé les chevaux,fr,True,chat,cheval,repousse
le chat regarde le cheval,le chat a regardé le cheval,fr,False,chat,cheval,regarde
les chats regardent les chevaux,les chats a regardé les chevaux,fr,True,chat,cheval,regarde
le chat ignore le cheval,le chat a ignoré le cheval,fr,False,chat,cheval,ignore
les chats ignorent les chevaux,les chats a ignoré les chevaux,fr,True,chat,cheval,ignore
le chat mange le souris,le chat a mangé le souris,fr,False,chat,souris,mange
les chats mangent les souris,les chats a mangé les souris,fr,True,chat,souris,mange
le chat voit le souris,le chat a vu le souris,fr,False,chat,souris,voit
les chats voient les souris,les chats a vu les souris,fr,True,chat,souris,voit
le chat cherche le souris,le chat a cherché le souris,fr,False,chat,souris,cherche
les chats cherchent les souris,les chats a cherché les souris,fr,True,chat,souris,cherche
le chat aide le souris,le chat a aidé le souris,fr,False,chat,souris,aide
les chats aident les souris,les chats a aidé les souris,fr,True,chat,souris,aide
le chat suit le souris,le chat a suivi le souris,fr,False,chat,souris,suit
les chats suivent les souris,les chats a suivi les souris,fr,True,chat,souris,suit
le chat porte le souris,le chat a porté le souris,fr,False,chat,souris,porte
les chats portent les souris,les chats a porté les souris,fr,True,chat,souris,porte
le chat embrasse le souris,le chat a embrassé le souris,fr,False,chat,souris,embrasse
les chats embrassent les souris,les chats a embrassé les souris,fr,True,chat,souris,embrasse
le chat chasse le souris,le chat a chassé le souris,fr,False,chat,souris,chasse
les chats chassent les souris,les chats a chassé les souris,fr,True,chat,souris,chasse
le chat observe le souris,le chat a observé le souris,fr,False,chat,souris,observe
les chats observent les souris,les chats a observé les souris,fr,True,chat,souris,observe
le chat poursuit le souris,le chat a poursuivi le souris,fr,False,chat,souris,poursuit
les chats poursuivent les souris,les chats a poursuivi les souris,fr,True,chat,souris,poursuit
le chat attaque le souris,le chat a attaqué le souris,fr,False,chat,souris,attaque
les chats attaquent les souris,les chats a attaqué les souris,fr,True,chat,souris,attaque
le chat sauve le souris,le chat a sauvé le souris,fr,False,chat,souris,sauve
les chats sauvent les souris,les chats a sauvé les souris,fr,True,chat,souris,sauve
le chat réconforte le souris,le chat a réconforté le souris,fr,False,chat,souris,réconforte
les chats réconfortent les souris,les chats a réconforté les souris,fr,True,chat,souris,réconforte
le chat repousse le souris,le chat a repoussé le souris,fr,False,chat,souris,repousse
les chats repoussent les souris,les chats a repoussé les souris,fr,True,chat,souris,repousse
le chat regarde le souris,le chat a regardé le souris,fr,False,chat,souris,regarde
les chats regardent les souris,les chats a regardé les souris,fr,True,chat,souris,regarde
le chat ignore le souris,le chat a ignoré le souris,fr,False,chat,souris,ignore
les chats ignorent les souris,les chats a ignoré les souris,fr,True,chat,souris,ignore
le chat mange le éléphant,le chat a mangé le éléphant,fr,False,chat,éléphant,mange
les chats mangent les éléphants,les chats a mangé les éléphants,fr,True,chat,éléphant,mange
le chat voit le éléphant,le chat a vu le éléphant,fr,False,chat,éléphant,voit
les chats voient les éléphants,les chats a vu les éléphants,fr,True,chat,éléphant,voit
le chat cherche le éléphant,le chat a cherché le éléphant,fr,False,chat,éléphant,cherche
les chats cherchent les éléphants,les chats a cherché les éléphants,fr,True,chat,éléphant,cherche
le chat aide le éléphant,le chat a aidé le éléphant,fr,False,chat,éléphant,aide
les chats aident les éléphants,les chats a aidé les éléphants,fr,True,chat,éléphant,aide
le chat suit le éléphant,le chat a suivi le éléphant,fr,False,chat,éléphant,suit
les chats suivent les éléphants,les chats a suivi les éléphants,fr,True,chat,éléphant,suit
le chat porte le éléphant,le chat a porté le éléphant,fr,False,chat,éléphant,porte
les chats portent les éléphants,les chats a porté les éléphants,fr,True,chat,éléphant,porte
le chat embrasse le éléphant,le chat a embrassé le éléphant,fr,False,chat,éléphant,embrasse
les chats embrassent les éléphants,les chats a embrassé les éléphants,fr,True,chat,éléphant,embrasse
le chat chasse le éléphant,le chat a chassé le éléphant,fr,False,chat,éléphant,chasse
les chats chassent les éléphants,les chats a chassé les éléphants,fr,True,chat,éléphant,chasse
le chat observe le éléphant,le chat a observé le éléphant,fr,False,chat,éléphant,observe
les chats observent les éléphants,les chats a observé les éléphants,fr,True,chat,éléphant,observe
le chat poursuit le éléphant,le chat a poursuivi le éléphant,fr,False,chat,éléphant,poursuit
les chats poursuivent les éléphants,les chats a poursuivi les éléphants,fr,True,chat,éléphant,poursuit
le chat attaque le éléphant,le chat a attaqué le éléphant,fr,False,chat,éléphant,attaque
les chats attaquent les éléphants,les chats a attaqué les éléphants,fr,True,chat,éléphant,attaque
le chat sauve le éléphant,le chat a sauvé le éléphant,fr,False,chat,éléphant,sauve
les chats sauvent les éléphants,les chats a sauvé les éléphants,fr,True,chat,éléphant,sauve
le chat réconforte le éléphant,le chat a réconforté le éléphant,fr,False,chat,éléphant,réconforte
les chats réconfortent les éléphants,les chats a réconforté les éléphants,fr,True,chat,éléphant,réconforte
le chat repousse le éléphant,le chat a repoussé le éléphant,fr,False,chat,éléphant,repousse
les chats repoussent les éléphants,les chats a repoussé les éléphants,fr,True,chat,éléphant,repousse
le chat regarde le éléphant,le chat a regardé le éléphant,fr,False,chat,éléphant,regarde
les chats regardent les éléphants,les chats a regardé les éléphants,fr,True,chat,éléphant,regarde
le chat ignore le éléphant,le chat a ignoré le éléphant,fr,False,chat,éléphant,ignore
les chats ignorent les éléphants,les chats a ignoré les éléphants,fr,True,chat,éléphant,ignore
